,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
577,199,znmCWOcHx28,True,Child Directed,"The video title translates to ""Nastya and dad turned into princesses.""  The thumbnail shows a young girl and a man playing with a toy vending machine featuring Disney princesses and superheroes. This, combined with the title, strongly suggests a child-directed video with child-appealing elements such as princesses, playful themes, and cartoonish visuals."
578,200,GOYHl5UjVAs,True,Child Directed,"The video title translates to ""Vlog: Nastya in the Masha and the Bear amusement park in Italy.""  The thumbnail shows a young girl interacting with cartoonish wolf statues.  These elements strongly suggest that the video is aimed at a child audience, featuring child-appealing elements such as cartoonish characters and a playful setting."
579,201,Mt7oS8Yq8YY,True,Child Directed,"The title, ""Max and Katya play with surprises in huge eggs,"" and the thumbnail clearly indicate that the video is aimed at children.  The presence of cartoon characters (Peppa Pig and Paw Patrol) and the bright, colorful visuals further support this classification. The activities shown (playing with large eggs containing toys) are typical of child-oriented entertainment."
580,202,KKOp_994pqk,True,Child Directed,"The video title translates to ""Nastya's doll's birthday at the playground.""  The thumbnail shows a toddler playing in a ball pit, which are common features in children's playgrounds. These elements strongly suggest that the video is designed for and appeals to a young audience."
581,203,UYFXDUGsZmk,True,Child Directed,"The title ""Nastya and funny Collection of New Stories for Kids"" explicitly indicates that the content is made for children. The thumbnail shows two individuals with face paint resembling crayons, holding large crayon props, suggesting a playful and child-friendly theme.  These elements strongly suggest that the video is child-directed."
582,204,_mvIqnlNLk8,True,Child Directed,"The video title translates to ""Sprout Leaves Special Edition - Galaxy Treasure - Newest Children's Music.""  The thumbnail shows two children in cartoonish costumes fighting cartoon viruses. This, combined with the title, strongly suggests that the video is designed for children, featuring child-appealing elements such as bright colors, cartoon characters, and a light-hearted theme."
583,205,vsEUTrvZeHE,True,Child Directed,"The video title translates to ""Vlad and Nikita want the same toy.""  The thumbnail shows two young boys playing on a brightly colored, cartoonish caterpillar toy. These elements strongly suggest that the video is designed for and appeals to children."
584,206,L7dPsUHzp9Y,True,Child Directed,"The title includes the term ""Nhạc Thiếu Nhi"" which translates to ""Children's Music.""  The thumbnail shows two children, and the title mentions a children's song. These factors strongly suggest that the video is intended for a child audience."
585,207,ODB-0UXe9EM,True,Child Directed,"The video title, ""Mầm Chồi Lá Tập 47 - 💫 Phép Lạ Hằng Ngày 💫 Ca Nhạc Thiếu Nhi Hay Trên Kênh POPS Kids,"" and the thumbnail clearly indicate that it is a children's music video.  The words ""Ca Nhạc Thiếu Nhi"" translate to ""Children's Music."" The thumbnail shows children in costumes, suggesting a playful and child-friendly theme.  The presence of the POPS Kids branding further reinforces its child-directed nature."
586,208,UAFLx31e8CA,True,Child Directed,"The thumbnail shows a young boy and a woman in a car. The woman is holding a sign with a baby and a circle with a line through it, suggesting rules for children.  The title, ""Vlad và quy tắc đơn giản cho trẻ em"", translates to ""Vlad and simple rules for children."" This strongly indicates that the video is designed for children and focuses on child-appropriate themes and rules."
587,209,l-lqiWAlPCU,True,Child Directed,"The video thumbnail shows a young boy holding a sign that says ""Lost Cat.""  The title translates to ""Vlad and Nikita Lost Our Cat.""  The visual elements (a child, a cartoonish lost cat poster) and the theme (a lost pet) strongly suggest that the video is intended for a child audience. The title also suggests the presence of child characters, further supporting the child-directed classification."
588,210,X3wE6JaRlPo,True,Child Directed,"The video title, ""Vlad và Thử thách Nóng vs Lạnh với Mẹ"" (Vlad and the Hot vs. Cold Challenge with Mom), suggests a playful and light-hearted theme suitable for children.  The thumbnail shows cartoonish visuals, a child interacting with a parent in a playful manner, and a bright, colorful setting. These elements strongly indicate that the video is child-directed."
589,211,Os0koIINqrU,True,Child Directed,"The title includes the term ""Nhạc Thiếu Nhi Cho Bé"" which translates to ""Children's Music for Baby.""  The thumbnail shows two children in whimsical costumes playing musical instruments. These elements strongly suggest that the video is intended for a child audience."
590,212,fwWCM2OnFE8,True,Child Directed,"The video title translates to ""Vlad and Nikita pretend to play a cocktail party.""  The thumbnail shows two young children playing with toy drink dispensers and fruit. This strongly suggests a child-directed video focused on pretend play, a common activity for children. The bright colors, cartoonish elements (the faces on the watermelon slices), and the overall lighthearted nature of the scene further support this classification."
591,213,deO1oEAas-4,True,Child Directed,"The video title, ""Vlad và Nikita chơi Halloween Trick or Treat,"" suggests a Halloween-themed activity suitable for children.  The thumbnail shows two children in Halloween costumes, further supporting the child-directed nature of the content. The presence of a pumpkin bucket reinforces the theme of trick-or-treating, a common children's activity."
592,214,uLIEGPX0NL4,True,Child Directed,"The video title translates to ""Vlad and Nikita's balloon adventure! A family video collection.""  The thumbnail shows a young boy interacting with a large balloon sculpture of popcorn.  These elements strongly suggest that the video is designed for children, featuring child-appealing elements such as bright colors, a playful theme, and a child protagonist. The content appears light-hearted and suitable for family viewing."
593,215,TK5DzWV-f3c,True,Child Directed,"The video thumbnail shows a person in a colorful, cartoonish costume. The title mentions ""12 Con Giáp"" which refers to the 12 animals of the Chinese zodiac, a theme often used in children's media.  The words ""Pops Kids"" in the thumbnail further suggest a child-oriented program. These elements strongly suggest that the video is child-directed."
594,216,1ttb_Fxcpro,True,Child Directed,"The title includes the phrase ""Nhạc Thiếu Nhi Cho Bé"" which translates to ""Children's Music for Kids"" and the thumbnail shows cartoonish characters and a bright, colorful aesthetic.  These elements strongly suggest that the video is intended for a child audience."
