Unnamed: 0,Video Id,Primary Label,Predicted Label,Response
21,g2fSxs-a8a0,Child Directed,Child Directed,"The video features cartoonish characters, whimsical themes, and a light-hearted portrayal of cooking.  The visuals are colorful and animated, appealing to children. The presence of a song or rhythmic elements further enhances its child-directed nature."
22,qcpKLA15_l4,Child Directed,Child Directed,"The video features cartoonish characters, light-hearted themes, and is visually appealing to children.  The animation style and characters are clearly designed to appeal to a young audience."
23,vzEpSWITbyo,Child Directed,Child Directed,"This video features cartoonish characters (anthropomorphic vegetables), a light-hearted theme (a sick potato being cared for by an onion), and simple visuals.  The narrative is easy to follow and appropriate for young children. The overall tone and style align with content typically enjoyed by children."
24,SanP45FQqXM,Child Directed,Child Directed,The video features cartoon babies in a playful setting with colorful visuals and simple actions.  The overall tone and style are clearly aimed at a young audience.
25,Hl1I2eX8jNU,Child Directed,Child Directed,"The video features cartoonish characters, playful themes, and is visually appealing to children.  The content is light-hearted and does not contain any mature themes or violence."
26,i06EqlQIjVo,Child Directed,Child Directed,"The video features a young boy playing with superhero-themed toys. The visuals are colorful and cartoonish, and the overall tone is light-hearted and playful. These elements strongly suggest that the content is designed to appeal to children."
27,ecY2jXMd4ec,Child Directed,Child Directed,"The video features children playing with toy cars, which is a common activity for kids. The visuals are colorful and cartoonish, and the overall tone is light-hearted and playful.  The video also includes rhythmic elements, such as the children's exclamations and the sounds of the toy cars. Therefore, it meets the criteria for child-directed content."
28,o6RL5PTa5ls,Child Directed,Child Directed,"The video features cartoonish characters, whimsical themes, and light-hearted interactions, making it suitable for children. The animation style, characters, and storyline are all child-appealing.  The video is explicitly created for children, making it child-directed."
29,9RzmsDC3yhQ,Child Directed,Child Directed,"The video features a child playing in a pool with a toy house. The visuals are colorful and cartoonish, and the overall tone is light-hearted and playful. These elements strongly suggest that the content is intended for a child audience."
30,WjRNQ0HmIik,Child Directed,Child Directed,"The video features a young child interacting with an adult in a playful manner. The visuals are bright and colorful, and the overall tone is light-hearted.  These elements align with the criteria for child-directed content."
31,yYEgklLVAic,Child Directed,Child Directed,"The video features young children playing with toys in a playful manner. The visuals are colorful and cartoonish, and the overall tone is light-hearted and whimsical.  These elements strongly suggest that the content is designed to appeal to a child audience."
32,83crPs88zCg,Child Directed,Child Directed,"The video features a young boy interacting with baby rabbits. The visuals are bright and colorful, and the overall tone is light-hearted and playful. These elements strongly suggest that the content is designed to appeal to children."
33,CkAuC86OoC8,Child Directed,Child Directed,"The video features a young boy playing with kittens. The visuals are colorful and cartoonish, and the overall tone is light-hearted and playful. These elements align with the criteria for child-directed content."
34,trkHtTIU9Tk,Child Directed,Child Directed,"The video features a young child and a parent engaging in playful hide-and-seek under a bed. The visuals are bright and colorful, and the overall tone is light-hearted and whimsical. These elements strongly suggest that the content is designed to appeal to children."
