,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
1297,VbRpxqVkfDM,irrelevant,appropriate,"The video is an advertisement for Deel's Global Payroll. It uses animated graphics and text to explain the service's features and benefits. There is no violence, sexual content, discrimination, offensive language, or other inappropriate elements present. The audio is background music only. Therefore, the video is appropriate for children under 9.",['English'],1222.0
1298,2FRCJIGzIok,irrelevant,appropriate,"The video shows a conversation between two people on a mobile phone. The conversation is about a job opportunity. There is no violence, sexual content, or other inappropriate material. The language used is French.",['French'],1223.0
1299,K77-yXo-0r0,irrelevant,appropriate,"The video shows beautiful flowers and nature scenes. There is no violence, sexual content, or other inappropriate material present. The music is calming and pleasant. Therefore, the video is appropriate for children under 9.",[],1224.0
1300,BILwMq8heEg,irrelevant,appropriate,"The video shows an advertisement for Swatch watches in collaboration with Jean-Michel Basquiat. It features young adults skateboarding, biking, and walking in urban settings. The visuals are vibrant and energetic, but there is no violence, sexual content, or other inappropriate material present. The music is upbeat and there are no explicit lyrics. Therefore, the video is appropriate for children under 9.",['English'],1225.0
1301,W4KpKRAt89E,irrelevant,appropriate,"The video is an advertisement for UNIQLO's linen collection. It shows models of diverse ethnicities wearing the clothes. There is no violence, sexual content, or any other inappropriate content for children. The background music is light and non-offensive. The only language spoken is French, in the closing text. Therefore, the video is appropriate for children under 9.",['French'],1226.0
1302,FbH_LCxiIVM,irrelevant,appropriate,"The video shows a CNC router in action. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate elements. The video is primarily focused on showcasing the capabilities of the machine. Therefore, it is appropriate for children under 9.",['Mandarin'],1227.0
1303,hvpRf6Kjk-g,irrelevant,appropriate,"The video shows a group of friends and family enjoying a meal together. There is no violence, sexual content, or other inappropriate material present. The only potentially questionable element is the presence of Coca-Cola, a sugary drink, but this is not presented in a way that promotes unhealthy habits. Overall, the video is lighthearted and positive, making it suitable for children under 9.",['French'],1228.0
1304,SMxP1UzQSZ0,irrelevant,appropriate,"This is an advertisement for New Relic, a software tool for logging and monitoring. The video uses abstract visuals and does not contain any inappropriate content for children under 9.  The video is primarily focused on showcasing the software's features and benefits, and there is no violence, sexual content, or other elements that would be considered inappropriate for children.",['English'],1229.0
1305,2EmP2HVuBv8,irrelevant,appropriate,"This is an advertisement for St. George's University School of Medicine.  The video shows students in a positive light, interacting with each other and faculty. There is no violence, sexual content, offensive language, or other elements that would be considered inappropriate for children under 9. The overall tone is upbeat and encouraging. ",['English'],1230.0
1306,ddTMT8bFlBk,irrelevant,appropriate,"The video is an advertisement for IKEA. It shows a family in their kitchen. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate content. The audio is a song, but it is not romantic or sexually suggestive. Therefore, the video is appropriate for children under 9.",['French'],1231.0
1307,l5lH6lIoHOA,irrelevant,appropriate,"The video is an advertisement for Vision Smart Saver fans. It shows two men talking about the fan's features, such as its energy efficiency. There is no violence, sexual content, or other inappropriate material present. The language used is Bengali.",['Bengali'],1232.0
1308,6xYdOO8dSdw,irrelevant,appropriate,"This is a travel advertisement for the Isle of Man Steam Packet Company.  The video shows scenic views of the Isle of Man, including coastal areas, a ferry, and a town. There is no violence, sexual content, offensive language, or other inappropriate material present. The overall tone is positive and promotes tourism. Therefore, it is appropriate for children under 9.",['English'],1233.0
1309,ewBAfUWPFU4,irrelevant,appropriate,"The video is a cartoon animation with two characters interacting in a room. There is no violence, sexual content, or other inappropriate elements present. The music is upbeat and non-lyrical. Therefore, the video is appropriate for children under 9.",[],1234.0
1310,TnwGdOdTELY,irrelevant,appropriate,"The advertisement is for workplace products. It features a cartoon ant and shows people working in an office. There is no violence, sexual content, or other inappropriate material present. The music is upbeat and not suggestive. Therefore, the video is appropriate for children under 9.",['English'],1235.0
